cr;c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113;c114;c115;c116;c117;c118;c119;c120;c121;c122;c123;c124;c125;c126;c127;c128;c129;c130;c131;c132;c133;c134;c135;c136;c137;c138;c139;c140;c141;c142;c143;c144;c145;c146;c147;c148;c149;c150;c151;c152;c153;c154;c155;c156;c157;c158;c159;c160;c161;c162;c163;c164;c165;c166;c167;c168;c169;c170;c171;c172;c173;c174;c175;c176;c177;c178;c179;c180;c181;c182;c183;c184;c185;c186;c187;c188;c189;c190;c191;c192;c193;c194;c195;c196;c197;c198;c199;c200;c201;c202;c203;c204;c205;c206;c207;c208;c209;c210;c211;c212;c213;c214;c215;c216;c217;c218;c219;c220;c221;c222;c223;c224;c225;c226;c227;c228;c229;c230;c231;c232;c233;c234;c235;c236;c237;c238;c239;c240;c241;c242;c243;c244;c245;c246;c247;c248;c249;c250;c251;c252;c253;c254;c255;c256;c257;c258;c259;c260;c261;c262;c263;c264;c265;c266;c267;c268;c269;c270;c271;c272;c273;c274;c275;c276;c277;c278;c279;c280;c281;c282;c283;c284;c285;c286;c287;c288;c289;c290;c291;c292;c293;c294;c295;c296;c297;c298;c299
r260;9.188;21.128;2.562;20.683;4.18;11.234;1.387;4.742;12.624;20.92;7.649;18.122;22.349;29.962;10.705;17.186;3.345;17.832;1.712;20.062;17.128;15.366;25.712;1.514;24.738;25.104;18.711;17.295;6.939;15.545;2.846;9.796;7.996;18.531;11.73;12.179;17.529;18.662;3.513;7.611;9.722;1.974;12.566;3.595;14.421;20.261;11.449;24.866;16.661;5.723;26.971;24.076;1.862;24.642;4.45;15.192;5.846;29.481;12.706;13.337;7.333;29.716;26.796;14.38;23.001;12.042;25.148;10.866;15.5;11.83;12.373;4.405;7.199;28.573;11.81;23.11;9.209;22.417;20.541;11.052;21.941;18.996;5.113;1.072;9.667;14.006;7.916;26.764;1.3;27.838;22.141;5.291;15.957;12.169;25.667;22.501;1.53;15.97;28.613;4.166;12.955;17.364;8.291;22.271;19.007;16.653;11.331;15.547;28.683;26.612;29.29;17.065;20.362;26.139;11.055;6.323;17.379;27.175;10.993;12.32;13.53;22.298;8.827;2.291;20.753;16.597;13.157;2.592;26.873;27.633;15.572;13.898;14.495;5.446;28.645;11.333;27.096;3.673;4.72;11.834;1.938;20.467;22.409;19.704;7.754;27.467;17.29;6.211;24.224;18.989;15.234;8.01;22.122;25.153;14.856;14.302;18.702;9.529;27.462;11.098;17.914;9.522;10.183;29.354;1.143;9.753;15.429;2.395;20.536;13.448;28.712;27.949;10.368;4.904;7.694;26.412;26.382;12.229;23.205;17.052;26.724;12.382;6.276;15.766;11.097;7.375;16.279;10.142;18.172;13.735;19.787;6.127;29.073;13.92;8.906;8.781;5.096;1.564;20.542;21.494;12.877;7.855;2.857;10.824;1.772;20.747;2.705;15.957;2.523;21.539;18.848;24.646;14.273;21.976;4.386;13.376;18.164;28.264;17.249;10.469;24.841;1.971;7.234;6.028;14.754;16.817;1.679;5.283;28.906;26.548;18.16;25.22;11.587;21.038;16.192;24.368;5.371;26.001;5.188;9.927;14.077;27.182;29.798;28.759;21.72;24.048;3.035;28.201;24.8;26.194;25.752;12.557;1.687;8.231;7.714;2.525;12.96;20.293;11.249;7.987;7.855;16.949;16.066;7.458;25.748;28.128;1.591;21.992;22.687;14.714;6.435;11.498;16.994;7.291;1.368;21.595;18.979;22.129;1.376;13.515;16.299;13.708;2.663;19.402;24.525;14.444;26.435;5.157;10.529;16.084;10.125;3.093;2.985;2.193;19.142;2.664;7.324;5.21;26.148;6.531
r261;16.046;12.332;10.126;15.994;14.889;20.692;28.083;13.266;13.147;15.958;3.563;21.375;22.236;24.246;16.231;8.681;16.457;13.287;4.289;26.571;12.855;23.198;18.53;22.679;9.481;2.645;25.091;5.379;19.02;17.701;9.584;29.406;25.231;27.652;1.967;14.544;28.849;11.005;23.615;24.04;16.054;28.798;5.977;25.863;16.271;14.282;12.691;21.641;26.048;17.486;22.919;15.819;14.996;18.473;6.229;27.987;21.976;21.013;21.318;6.955;20.309;5.632;2.433;15.996;27.637;22.01;26.444;24.689;15.065;8.6;13.134;4.154;20.869;10.933;22.653;12.532;10.375;15.883;9.9;23.27;7.033;6.737;21.926;5.863;9.845;22.921;9.754;16.47;24.606;23.765;9.819;1.427;7.192;13.239;11.168;22.056;21.613;9.531;8.986;25.033;13.469;2.027;19.181;3.493;23.252;17.319;28.716;8.91;16.785;12.629;21.331;24.41;18.258;27.643;16.947;26.049;4.322;11.391;18.731;17.403;6.927;17.23;22.591;16.372;14.39;18.858;11.498;27.814;20.345;19.463;29.553;28.838;28.142;26.573;11.52;11.683;19.47;13.07;5.939;27.806;8.059;13.446;24.026;24.276;12.142;7.547;23.345;4.614;11.456;19.3;2.616;28.371;16.279;16.406;7.107;16.681;9.139;9.618;18.194;17.314;13.969;4.184;7.139;19.348;8.095;17.524;10.672;8.575;29.481;11.194;21.578;7.083;14.656;18.646;20.574;14.508;10.095;28.704;7.996;4.87;27.31;16.803;25.744;28.797;1.064;29.473;5.482;19.238;8.781;15.271;15.824;13.272;7.819;17.475;7.496;4.915;24.953;7.83;4.265;29.956;23.813;9.651;6.126;21.411;18.141;4.765;10.918;12.964;6.729;5.468;16.908;1.384;4.447;2.535;14.641;21.343;10.161;8.296;5.264;8.419;14.709;11.655;3.693;9.673;3.47;19.672;23.009;8.265;24.909;5.458;3.148;8.744;4.128;25.445;2.103;12.128;28.572;16.807;13.93;21.383;19.393;25.696;20.43;9.682;11.55;8.671;5.219;29.557;29.815;21.537;14.461;20.176;6.175;4.604;6.541;3.058;7.546;11.264;1.424;26.8;29.722;14.057;23.177;29.361;4.711;23.679;9.172;3.758;1.668;2.218;24.426;12.441;5.753;5.066;11.315;9.872;14.603;4.849;7.516;17.581;25.659;23.377;26.025;3.571;11.136;11.318;16.659;24.667;13.392;29.65;6.526;23.961;21.9;29.059;19.799;11.729;21.42;8.125;26.976;14.327
r262;27.573;4.84;8.889;10.587;27.52;16.459;13.881;20.263;13.892;4.762;10.547;21.421;29.099;3.732;2.61;2.701;25.847;22.216;20.487;11.921;19.218;7.68;25.144;13.009;20.383;27.655;16.188;27.374;24.161;24.831;27.637;6.202;17.575;25.911;12.562;7.759;27.302;3.994;28.823;26.104;20.427;19.775;28.484;24.62;8.387;21.163;17.74;1.589;18.251;28.218;3.319;10.503;3.573;12.225;21.194;24.594;20.978;3.43;9.872;16.544;18.922;21.154;27.516;11.676;16.092;19.047;14.092;22.426;14.835;13.738;24.051;7.343;7.498;10.523;2.894;15.695;9.617;11.284;17.927;12.829;24.123;27.025;26.801;14.018;12.704;7.785;26.544;19.548;2.546;24.815;13.265;14.588;10.073;19.027;6.564;7.138;5.474;26.272;21.757;9.341;29.162;7.542;11.429;14.277;17.475;7.904;14.848;13.107;3.336;1.526;25.436;12.854;28.165;3.582;24.649;5.81;14.306;15.193;7.257;13.019;12.276;3.193;17.996;29.996;21.051;2.24;4.177;12.581;29.682;12.745;28.097;2.707;12.725;4.19;12.758;10.479;10.907;8.153;29.732;23.2;28.728;16.422;6.779;5.234;13.538;26.372;28.733;10.771;20.926;15.431;15.048;21.317;9.735;19.911;19.861;22.759;22.606;7.251;5.561;25.07;3.897;24.395;23.943;15.411;22.207;15.652;4.907;25.919;19.678;5.243;24.85;7.329;6.517;19.159;29.624;23.466;6.681;22.897;17.457;6.019;2.101;8.756;11.181;29.21;25.145;1.478;20.48;27.238;23.711;17.844;16.123;8.519;4.145;18.739;26.125;22.503;17.782;19.009;18.629;10.986;10.798;24.525;19.852;23.197;25.346;1.88;12.856;23.214;1.637;12.181;28.325;22.734;13.269;11.927;2.839;28.528;16.91;26.369;5.496;25.543;6.534;9.34;14.905;3.781;7.151;26.972;11.248;27.085;21.006;7.45;25.143;27.998;7.731;21.92;10.954;26.963;18.598;27.659;16.259;18.478;14.613;13.555;13.579;3.858;9.27;1.088;13.292;10.014;4.942;10.913;17.198;22.694;17.668;8.7;17.573;15.213;19.666;10.439;9.937;27.889;20.334;14.481;7.14;3.925;4.066;22.481;6.314;17.932;9.7;20.104;2.836;14.77;5.048;25.106;23.668;12.954;8.584;21.341;10.407;7.179;8.481;22.027;1.619;12.079;12.781;5.269;7.271;4.856;12.65;6.571;9.414;17.687;21.694;9.265;20.32;18.9;19.465;13.681;18.571;1.019
r263;15.685;13.508;24.258;21.9;18.399;8.351;6.811;24.832;22.403;18.561;15.379;18.449;9.273;28.834;20.216;22.486;2.092;3.987;15.436;5.855;4.267;27.881;8.98;21.63;11.04;8.656;22.427;26.295;27.342;6.867;16.081;10.355;8.412;18.241;16.014;12.836;20.019;15.81;9.202;20.406;22.626;12.541;22.556;27.9;14.601;23.213;16.304;21.897;29.887;19.975;25.098;28.464;6.88;15.793;18.628;17.415;17.059;27.131;11.268;2.935;19.207;26.005;2.584;19.548;7.625;17.085;15.434;23.682;24.078;13.449;22.343;24.322;8.873;24.438;29.824;5.137;8.212;23.121;12.964;7.085;2.742;6.323;19.923;10.414;26.04;3.559;25.213;5.328;21.773;22.347;20.549;4.546;26.093;17.053;27.716;28.934;24.224;17.172;4.181;8.014;26.358;11.325;5.257;17.162;11.913;7.689;21.297;29.942;8.344;24.636;10.34;4.716;25.688;28.202;28.132;16.375;20.692;3.831;15.762;2.766;3.973;10.57;29.187;26.725;26.436;20.148;29.019;3.194;1.363;17.623;5.02;14.916;10.525;13.611;27.968;29.076;18.182;21.177;4.412;23.597;5.12;3.245;6.049;27.109;1.839;19.41;26.137;21.379;28.182;26.926;29.798;19.335;12.356;26.078;12.723;27.444;1.225;15.76;27.574;25.849;28.218;14.501;15.886;1.052;19.097;21.484;8.429;12.061;27.006;19.955;13.285;7.6;5.486;3.721;14.192;5.54;6.182;1.967;7.741;15.357;27.178;4.053;17.225;21.204;22.573;9.778;14.266;27.984;26.118;1.138;8.836;24.728;15.643;3.129;1.754;12.445;21.359;26.332;9.651;2.432;7.139;3.505;4.168;10.323;16.199;22.701;2.991;20.932;20.457;16.984;20.165;17.381;1.479;3.867;6.79;24.708;26.464;17.026;29.383;29.557;6.842;20.474;10.729;17.754;20.323;2.22;7.59;8.918;27.268;11.811;10.011;14.039;15.791;14.634;23.007;20.569;28.498;2.399;22.55;7.196;5.288;17.517;13.368;24.606;19.835;28.751;3.238;4.126;15.826;26.268;8.331;20.961;19.007;9.499;11.004;21.672;6.879;27.587;20.243;21.862;21.576;1.449;7.032;3.723;20.12;3.282;7.088;2.536;26.161;9.957;1.575;6.319;17.281;17.001;21.186;25.524;24.862;4.84;13.224;11.981;29.549;5.22;5.764;29.484;18.877;5.961;5.81;24.008;19.09;12.832;25.612;29.471;2.412;29.476;18.859;19.345;20.224;1.292;14.855;29.861
r264;4.436;7.173;9.848;8.362;29.942;6.642;12.885;20.457;20.465;29.303;21.878;3.987;7.924;26.17;17.407;5.091;24.14;3.316;2.474;3.744;9.301;27.011;5.922;26.09;27.645;9.915;17.718;28.469;6.889;22.193;5.599;22.11;24.361;7.109;18.962;22.59;8.875;25.842;11.688;4.555;2.746;3.596;14.817;5.258;20.348;2.954;7.945;18.902;13.958;9.746;2.625;14.555;6.776;10.305;14.044;10.935;7.017;28.984;26.878;28.688;14.246;27.305;7.714;27.437;16.91;1.492;16.917;26.824;12.22;2.642;26.809;29.041;14.813;6.189;15.917;15.285;17.966;2.076;10.92;20.126;15.405;5.51;15.073;17.561;11.955;5.821;27.472;29.939;29.627;11.215;17.037;16.38;24.558;15.683;15.962;11.259;29.35;27.759;6.416;7.46;11.939;11.1;25.546;21.663;21.736;28.25;25.866;6.153;15.064;14.698;3.393;8.615;2.256;18.255;1.282;25.79;25.881;25.571;1.388;7.889;15.957;1.224;11.732;29.629;26.672;26.358;4.866;20.897;22.093;6.961;9.908;15.93;26.871;4.19;23.508;19.093;10.017;24.313;15.748;12.075;11.151;14.748;8.259;25.142;26.029;21.101;17.802;8.452;29.196;19.737;2.671;12.93;22.574;12.273;19.837;16.02;22.205;29.909;8.291;19.702;10.682;14.391;10.137;2.739;29.529;11.939;29.445;18.752;29.616;15.676;6.67;5.075;27.957;14.318;8.333;5.465;11.19;1.474;23.184;4.094;6.137;24.514;12.75;4.139;2.912;24.679;21.87;23.354;4.134;23.375;21.683;13.917;19.263;14.295;20.125;9.912;2.564;18.728;19.698;8.816;17.403;14.713;3.236;5.436;29.823;4.72;11.039;9.598;17.898;14.587;24.224;2.995;12.086;29.068;5.684;20.733;2.439;6.426;21.616;16.472;12.11;14.007;29.422;23.923;21.846;11.908;2.333;3.802;10.767;7.272;8.517;18.386;29.196;8.721;2.856;1.251;14.587;22.987;21.104;10.706;23.09;6.937;21.16;3.494;23.296;16.087;6.024;21.66;17.183;4.592;15.864;15.266;5.061;29.141;12.23;5.686;3.304;27.336;14.992;5.027;17.103;9.925;8.804;29.521;1.741;11.854;7.102;24.47;8.775;23.486;22.383;6.068;3.157;18.394;25.709;10.957;27.242;17.155;28.151;28.968;25.246;16.115;29.81;22.635;11.792;19.683;17.483;2.182;23.719;4.739;14.041;17.251;25.019;15.419;3.295;25.466;29.066;21.539;2.616;16.937
r265;24.782;24.461;1.013;5.18;23.897;19.332;21.511;21.24;20.055;25.435;4.629;21.241;27.899;23.89;9.989;24.942;13.534;25.796;2.89;8.029;15.587;23.183;16.365;14.095;14.363;27.266;9.089;13.025;10.012;8.62;6.417;17.847;14.33;10.534;22.366;3.516;1.985;9.229;14.604;28.686;6.29;12.088;14.493;19.032;4.983;8.763;9.849;16.703;25.744;1.223;28.869;14.459;14.923;28.912;29.226;4.576;10.975;3.809;15.309;8.5;16.565;3.866;15.522;16.373;13.37;28.662;24.506;5.061;16.429;1.028;29.228;21.163;28.971;29.638;24.858;13.191;19.412;19.784;29.124;7.538;19.152;2.64;24.371;23.34;15.412;11.862;25.709;22.249;24.701;2.445;15.871;22.648;25.257;9.682;11.416;23.723;10.353;27.882;14.705;25.486;23.719;23.294;29.337;11.024;12.526;29.039;4.374;10.814;20.944;29.523;21.919;6.398;15.677;28.118;15.637;24.574;17.743;14.631;13.294;2.317;22.681;16.944;21.465;23.457;9.605;2.977;3.161;20.173;16.937;28.128;10.879;4.895;11.324;26.564;12.804;21.816;15.209;7.133;1.064;12.988;25.72;3.775;15.468;11.392;4.977;21.519;3.866;12.151;29.798;3.756;29.107;25.701;6.323;6.935;15.231;1.578;23.795;9.65;21.847;25.029;24.954;17.556;18.077;13.501;18.731;21.886;7.299;29.546;1.18;18.187;12.03;12.414;10.387;7.127;2.346;21.739;26.028;18.387;9.834;3.221;15.035;3.305;5.155;19.012;29.312;2.98;12.006;1.337;21.871;2.749;6.42;12.014;21.886;16.513;13.846;5.385;27.253;2.697;18.63;14.192;4.135;8.258;28.455;18.745;28.827;22.639;25.297;7.786;13.359;23.659;9.628;19.345;17.152;19.329;7.47;11.885;21.506;4.835;2.248;2.822;8.257;19.895;7.299;10.85;11.796;2.276;29.582;5.478;8.969;5.262;10.47;21.986;24.715;6.627;2.113;8.335;15.053;13.094;20.024;9.729;25.496;8.757;2.526;8.592;6.796;21.334;16.974;12.1;23.241;19.606;21.682;25.774;10.953;24.71;1.002;6.771;18.279;22.938;29.399;17.746;26.945;26.557;1.297;4.135;18.776;10.99;9.59;7.942;5.957;4.475;8.815;29.332;2.627;19.442;28.907;24.026;1.608;17.956;6.846;22.404;23.988;25.861;17.259;18.11;21.356;29.46;14.596;17.697;23.182;8.411;10.77;14.033;2.836;3.476;5.053;7.053;21.613;18.988;26.926;27.38
r266;2.343;28.742;23.126;25.279;7.259;6.65;4.934;20.513;11.791;22.205;17.263;9.946;13.303;22.207;14.21;28.355;24.194;4.454;24.873;27.153;22.698;4.319;1.691;18.557;8.874;13.173;10.595;2.793;11.681;3.521;17.947;12.655;20.406;17.729;18.553;26.953;5.535;6.847;27.479;17.089;10.57;27.356;9.304;2.345;18.976;3.813;15.219;24.951;19.834;20.154;25.049;9.799;12.405;10.748;24.749;28.126;16.892;23.004;14.208;13.711;7.497;6.57;29.726;28.569;4.798;28.288;28.148;28.355;15.344;13.978;26.75;3.271;22.235;15.164;25.454;17.231;15.14;4.904;10.19;6.579;13.296;2.466;29.257;6.046;24.484;24.434;2.741;6.548;27.058;7.198;27.006;16.887;28.142;8.79;20.387;10.096;5.956;6.643;6.493;20.856;8.274;14.363;12.314;14.239;23.832;28.847;2.607;27.975;5.451;17.861;18.83;22.648;27.852;12.234;13.68;14.127;8.902;28.727;22.345;20.725;25.929;17.409;1.991;9.876;29.597;6.062;9.017;15.587;8.267;22.499;29.201;27.57;7.905;20.289;1.535;17.786;20.816;15.579;1.535;5.686;6.151;11.161;2.807;7.386;4.414;16.145;3.256;14.259;17.155;25.592;17.641;1.839;21.937;11.972;20.394;21.138;27.793;20.898;21.888;24.573;14.47;29.73;16.134;9.014;4.227;24.235;22.3;20.323;21.965;7.635;11.079;14.138;4.247;17.861;13.703;29.009;11.517;18.106;15.112;15.957;8.348;12.49;4.523;12.213;13.698;6.92;8.194;2.536;14.986;2.564;28.65;16.831;29.662;18.914;3.085;27.916;19.14;26.8;13.866;2.651;2.999;29.553;15.207;27.347;26.772;5.671;7.233;10.142;26.189;9.958;1.058;14.408;8.509;27.115;20.959;18.226;19.374;25.943;6.811;24.311;18.225;28.309;3.522;10.439;22.752;17.847;7.686;13.379;26.125;29.48;20.09;11.33;11.185;29.182;21.905;20.126;11.913;29.46;5.779;25.903;10.344;26.186;27.584;15.681;25.488;16.872;8.028;10.93;1.104;6.202;10.981;8.864;11.825;27.597;24.377;9.592;20.483;4.99;19.012;9.103;18.455;28.062;18.661;11.16;12.457;4.862;24.001;24.959;16.892;26.16;15.076;10.261;23.698;4.078;4.432;24.442;26.813;12.637;26.887;18.084;9.871;27.894;14.561;10.402;19.246;23.005;27.436;23.994;25.765;8.84;14.321;15.634;9.893;2.64;23.091;6.237;14.656;8.426;18.637;24.687
r267;11.54;9.905;15.66;7.124;8.041;20.954;6.108;22.156;14.28;16.498;3.177;6.73;14.756;21.157;13.567;26.519;23.008;11.424;28.661;25.967;10.284;22.859;13.37;28.449;21.05;18.791;17.856;22.289;28.775;6.577;16.704;23.333;14.978;26.972;17.261;21.089;22.885;1.477;1.383;27.113;28.372;27.609;17.393;23.501;9.034;12.857;7.612;21.748;5.333;22.821;11.695;8.836;2.419;13.578;22.809;8.227;17.233;13.01;21.515;3.181;25.744;1.793;6.113;29.641;10.729;12.107;14.929;29.806;25.805;16.631;8.189;10.325;3.737;26.05;29.411;7.786;27.359;25.884;3.972;3.68;15.523;29.681;13.933;4.722;11.625;14.965;21.446;19.744;16.664;1.635;25.745;3.145;1.146;12.684;28.733;12.986;11.07;7.895;12.64;16.602;4.608;1.262;25.91;7.448;11.953;21.012;8.676;9.35;6.726;15.229;14.891;28.254;21.694;13.936;20.995;11.491;28.791;8.417;2.028;10.242;10.223;12.228;20.385;29.969;6.004;29.994;6.854;4.636;12.202;1.906;25.092;13.336;3.316;19.984;21.405;24.68;24.586;16.984;27.64;26.433;25.298;12.514;15.6;14.03;13.072;12.785;13.311;22.16;15.46;28.446;12.079;2.298;28.153;24.784;18.179;25.466;18.512;24.023;13.618;11.135;19.353;17.877;26.322;7.817;22.164;15.117;19.965;16.184;24.256;19.561;3.337;26.919;20.681;7.094;23.224;3.349;1.84;24.143;5.124;27.297;11.945;2.849;15.563;16.771;21.263;29.459;21.902;27.271;15.496;10.891;6.838;20.942;1.461;7.08;20.351;22.989;20.433;11.51;22.376;26.871;17.678;6.522;20.775;25.399;29.154;16.662;9.003;7.994;13.01;8.639;8.731;2.708;27.767;5.488;26.233;27.427;1.276;21.748;25.884;1.479;5.081;22.967;14.011;6.776;8.718;13.713;27.483;23.936;20.604;15.497;9.374;5.278;11.648;8.763;8.54;17.61;28.409;8.906;2.693;1.782;16.194;12.788;6.309;19.781;12.419;20.432;29.226;24.845;29.692;8.997;8.42;23.968;4.311;25.256;3.086;11.816;8.665;3.13;13.157;1.838;15.781;2.299;14.505;14.738;6.988;23.592;19.608;6.396;2.68;3.274;19.86;7.948;9.117;5.175;9.407;2.927;15.94;16.909;25.857;4.257;8.377;5.215;10.372;12.807;24.514;8.854;3.351;18.475;6.954;28.85;25.8;8.124;26.944;5.198;17.313;22.823;27.381;13.238;15.952;23.002
r268;29.619;18.643;12.878;24.966;24.213;20.894;19.302;5.856;18.021;15.006;2.321;27.206;27.082;28.55;27.114;24.3;5.815;21.163;24.585;18.002;6.85;7.246;28.237;2.122;24.144;6.079;16.101;10.311;29.443;21.42;26.187;7.441;22.412;12.19;6.261;2.137;1.098;11.326;2.77;8.675;15.921;9.295;18.79;19.636;14.277;27.304;23.623;26.984;3.479;3.016;4.295;27.654;20.182;14.973;20.442;15.882;19.07;29.882;23.796;4.684;7.78;17.377;29.19;16.244;6.904;27.395;13.302;11.103;28.188;25.485;18.43;9.767;2.312;1.631;12.355;24.106;1.033;15.002;14.463;27.926;13.648;13.896;25.561;8.542;4.546;16.223;25.221;16.165;2.667;20.099;22.139;29.225;23.259;7.529;27.717;20.707;18.502;28.389;13.036;11.075;25.712;14.34;22.163;14.323;19.699;13.108;18.61;24.325;8.546;6.726;24.599;18.246;11.202;5.584;8.876;2.546;2.03;29.917;22.039;21.242;9.113;24.925;5.67;21.63;26.228;18.276;9.082;5.134;12.894;22.413;19.015;19.481;4.789;8.705;13.18;26.86;8.73;25.416;22.557;5.877;12.964;24.389;24.189;15.22;17.169;1.9;9.715;26.126;4.061;9.809;7.23;1.543;25.26;20.281;28.565;5.505;8.317;8.127;15.589;17.707;21.635;9.279;1.077;1.27;29.066;3.228;17.505;24.542;26.751;10.686;28.935;2.74;3.793;3.472;26.319;9.307;12.443;1.74;20.665;5.255;7.775;24.435;23.251;16.976;8.414;3.868;3.839;10.584;6.953;6.486;29.77;13.045;6.297;1.248;2.6;14.077;14.755;9.461;23.2;23.264;23.556;9.011;14.482;8.875;5.883;8.151;18.441;1.029;4.11;19.861;12.008;27.755;4.555;18.706;24.539;2.477;22.816;22.742;13.401;25.468;20.377;1.212;18.141;15.62;25.539;12.102;20.81;26.27;17.173;20.772;11.356;7.421;15.272;5.322;18.621;23.807;28.002;10.561;20.431;21.604;10.184;4.662;5.846;7.689;25.333;14.667;7.229;16.182;25.187;22.743;12.598;12.029;3.039;4.2;5.603;12.133;26.54;11.254;11.637;12.203;13.673;8.157;6.258;9.556;23.789;21.247;10.364;20.291;24.764;15.514;10.714;22.585;23.201;23.426;27.184;15.957;12.75;9.86;28.65;21.613;24.916;14.254;7.474;5.535;15.537;16.531;26.033;19.276;26.447;7.177;3.776;5.289;12.782;18.662;16.537;14.373;26.46;10.033;6.155;13.711
r269;3.395;11.46;6.125;26.999;28.837;8.706;7.089;9.646;28.735;16.636;19.663;6.522;8.252;8.244;19.954;23.048;8.059;7.117;15.715;25.495;3.502;13.572;19.282;21.721;14.631;4.183;9.269;2.019;21.101;25.957;21.534;6.736;14.45;17.7;29.248;9.181;7.972;3.554;13.08;9.782;17.956;26.163;19.833;16.929;5.105;7.173;11.046;10.423;20.25;26.133;11.717;13.87;17.331;6.005;12.867;7.472;20.681;3.291;1.479;22.64;29.057;14.561;21.935;5.709;21.93;29.28;2.548;1.357;1.206;1.704;21.199;29.213;9.024;28.21;24.097;24.9;16.9;15.651;4.186;7.44;2.251;18.977;4.082;11.369;6.385;5.187;16.459;16.184;2.121;16.874;26.852;2.33;21.662;17.33;22.894;28.355;29.259;1.868;28.033;22.967;1.377;14.208;16.774;5.926;3.906;17.547;18.511;7.573;27.713;11.396;25.709;2.391;2.016;3.664;28.61;24.075;9.313;13.236;9.913;9.984;18.477;23.287;11.672;6.93;3.096;2.478;8.214;5.009;7.37;26.2;9.278;27.426;20.199;22.087;19.42;20.052;17.033;6.805;25.684;9.635;15.348;28.006;15.684;14.12;1.043;16.362;6.433;25.044;12.685;3.613;13.668;22.848;29.214;6.222;1.608;3.905;17.729;3.365;9.369;25.86;18.84;21.079;5.27;28.871;19.945;19.305;10.426;26.174;25.148;9.749;18.963;18.517;22.323;25.091;22.169;6.49;13.979;26.829;18.277;20.137;28.3;19.953;3.385;13.762;13.253;6.017;4.663;4.999;21.719;25.932;17.935;23.624;2.159;13.048;2.197;27.963;18.678;5.451;20.812;15.542;8.386;22.129;14.628;13.598;15.343;22.02;22.415;19.241;5.459;1.06;10.993;12.36;17.283;25.341;1.031;5.481;27.15;5.225;6.045;9.031;13.953;4.983;6.033;28.266;22.671;23.62;21.484;20.016;27.997;2.401;6.776;14.385;26.647;10.943;2.651;13.174;10.917;5.932;27.958;13.157;4.599;10.217;16.01;23.847;27.742;5.4;1.608;6.605;4.077;1.42;9.83;4.089;12.84;6.948;29.75;23.611;3.334;2.398;19.939;22.14;11.604;11.976;22.545;20.103;8.226;4.696;18.85;14.32;11.617;21.88;7.866;19.537;4.43;7.532;23.557;19.955;7.735;7.261;17.536;6.01;3.531;29.133;10.88;21.394;23.127;2.638;28.659;1.517;8.643;24.18;13.504;13.95;24.253;10.548;28.921;9.138;26.635;6.318;10.471;4.13
